,spkts,dpkts,sttl,dttl,smean,dmean,label
3606,224,438,31,29,58,1252,0
4638,16,18,31,29,96,91,0
9934,10,8,62,252,80,213,1
11389,2,0,254,0,100,0,1
10163,10,6,254,252,81,45,1
4930,90,92,31,29,57,911,0
379,8,10,31,29,132,82,0
14912,2,0,254,0,100,0,1
4989,48,48,31,29,62,633,0
2804,8,10,31,29,132,82,0
11649,2,0,254,0,100,0,1
14272,2,0,254,0,100,0,1
17082,10,8,62,252,82,319,1
3433,12,12,31,29,89,188,0
18357,10,8,254,252,52,44,1
10363,2,0,254,0,100,0,1
5823,2,0,254,0,532,0,1
12685,2,0,254,0,100,0,1
18364,10,8,254,252,76,44,1
13635,2,0,254,0,100,0,1
16979,10,6,254,252,99,45,1
14436,2,0,254,0,100,0,1
6920,2,0,254,0,100,0,1
945,16,18,31,29,96,91,0
15438,5966,918,62,252,1343,44,1
517,8,10,31,29,132,82,0
13751,24,20,62,252,195,94,1
2045,8,10,31,29,132,82,0
11289,2,0,254,0,100,0,1
1065,30,42,31,29,77,819,0
17782,10,8,254,252,53,44,1
8620,12,12,254,252,53,57,1
19301,10,6,254,252,108,45,1
15494,2,0,62,0,67,0,1
19918,2,0,254,0,532,0,1
3327,4,4,31,29,142,76,0
3250,16,18,31,29,96,91,0
3417,4,4,31,29,142,78,0
6120,12,12,254,252,69,57,1
16230,2,0,254,0,52,0,1
1354,16,18,31,29,80,143,0
18529,26,22,62,252,212,80,1
5215,12,10,254,252,66,65,1
11180,2,0,254,0,90,0,1
14317,2,0,254,0,100,0,1
10640,10,12,62,252,80,600,1
13036,12,8,254,252,83,93,1
2442,12,18,31,29,132,565,0
4076,16,18,31,29,96,91,0
677,26,28,31,29,175,106,0
19279,10,6,254,252,65,45,1
8814,10,8,254,252,56,44,1
18745,10,10,62,252,87,120,1
5651,2,0,254,0,52,0,1
2355,16,18,31,29,96,91,0
2092,4,4,31,29,142,78,0
7892,12,10,254,252,93,83,1
7217,16,12,254,252,58,54,1
19328,2,0,254,0,442,0,1
4414,16,18,31,29,96,91,0
4056,16,18,31,29,96,91,0
13977,2,0,254,0,100,0,1
10511,2,0,254,0,100,0,1
846,16,18,31,29,96,91,0
10339,2,0,254,0,100,0,1
10321,2,0,254,0,100,0,1
16525,116,34,62,252,1126,66,1
249,2,2,31,29,73,89,0
2685,16,18,31,29,96,91,0
5583,10,10,62,252,82,115,1
5696,10,6,254,252,76,45,1
14988,2,0,254,0,100,0,1
12914,12,8,254,252,89,89,1
3232,16,18,31,29,96,91,0
7910,2,0,254,0,100,0,1
3194,2,2,31,29,66,82,0
10611,2,0,254,0,100,0,1
18413,10,8,254,252,252,44,1
15925,4,2,254,60,134,220,1
273,2,2,31,29,73,89,0
7486,2,0,254,0,100,0,1
5786,10,6,254,252,67,45,1
6559,2,0,254,0,100,0,1
2025,16,18,31,29,96,91,0
5968,58,14,254,252,1174,44,1
19438,10,10,62,252,80,181,1
12201,2,0,254,0,100,0,1
3545,2,2,31,29,73,89,0
14116,2,0,254,0,100,0,1
1536,28,30,31,29,152,103,0
1308,16,18,31,29,96,91,0
1815,16,18,31,29,96,91,0
4815,18,18,31,29,230,136,0
17991,20,16,62,252,85,147,1
16321,2,0,254,0,959,0,1
8970,10,6,254,252,108,45,1
5141,10,6,254,252,81,45,1
18105,10,8,62,252,87,157,1
15401,10,8,254,252,56,44,1
12806,10,6,254,252,101,45,1
18100,10,6,254,252,252,45,1
11807,2,0,254,0,100,0,1
13669,16,12,254,252,49,57,1
9898,2,0,254,0,532,0,1
1099,16,18,31,29,96,91,0
9366,152,26,254,252,1254,43,1
1051,8,10,31,29,132,82,0
18448,18,24,62,252,57,515,1
4220,92,90,31,29,57,930,0
1818,16,18,31,29,96,91,0
4487,122,126,31,29,64,120,0
6926,14,10,254,252,55,56,1
1615,22,24,31,29,87,180,0
11187,2,0,254,0,100,0,1
1700,30,42,31,29,77,819,0
4339,52,54,31,29,56,69,0
6097,10,6,254,252,53,45,1
2402,78,80,31,29,58,910,0
13326,10,6,254,252,161,45,1
13853,8,8,254,252,46,80,1
10194,2,0,254,0,100,0,1
18326,10,10,62,252,87,122,1
823,16,18,31,29,96,91,0
12755,2,0,254,0,100,0,1
10826,10,6,254,252,51,45,1
6391,60,14,254,252,1136,44,1
2452,38,40,31,29,64,463,0
1190,16,18,31,29,96,91,0
16786,42,0,254,0,52,0,1
14920,2,0,254,0,100,0,1
10802,10,6,254,252,104,45,1
15443,2,0,254,0,84,0,1
3021,30,42,31,29,77,819,0
16911,40,24,62,252,781,80,1
17490,10,6,254,252,53,45,0
9356,2,0,254,0,52,0,1
2797,16,18,31,29,96,91,0
15969,2,0,254,0,1437,0,1
9991,8,0,254,0,60,0,1
4453,30,42,31,29,77,819,0
13173,10,6,254,252,216,45,1
6993,2,0,254,0,100,0,1
7185,10,14,62,252,84,853,1
1824,16,18,31,29,96,91,0
1742,30,42,31,29,77,819,0
18299,196,0,254,0,272,0,1
3369,16,18,31,29,96,91,0
12178,2,0,254,0,100,0,1
5514,20,24,62,252,141,86,1
15498,2,0,254,0,84,0,1
17643,10,8,254,252,53,44,0
5547,2,0,254,0,100,0,1
18225,10,6,254,252,53,45,0
2363,12,18,31,29,132,565,0
13049,2,0,254,0,100,0,1
15744,2,0,254,0,52,0,1
14232,2,0,254,0,90,0,1
3932,64,66,31,29,59,785,0
16169,10,6,254,252,54,45,1
12548,2,0,254,0,100,0,1
10381,10,6,254,252,139,45,1
18192,14,12,254,252,56,57,0
17536,12,32,62,252,72,1058,1
14668,2,0,254,0,100,0,1
7683,2,0,254,0,100,0,1
17976,36,40,254,252,51,54,1
7112,8,8,62,252,46,210,1
10972,2,2,254,60,84,56,1
3850,2,2,31,29,73,89,0
14444,2,0,254,0,100,0,1
12565,2,0,254,0,100,0,1
3468,16,18,31,29,96,91,0
14361,4,0,254,0,100,0,1
2225,16,18,31,29,96,91,0
15442,10,8,254,252,76,44,1
3938,4,4,31,29,132,76,0
13461,2,0,254,0,100,0,1
18408,10,14,62,252,81,671,1
3210,16,18,31,29,96,91,0
7245,2,0,254,0,220,0,1
4854,16,18,31,29,96,91,0
11194,66,0,254,0,108,0,1
13028,2,0,254,0,100,0,1
12190,2,0,254,0,100,0,1
1225,16,18,31,29,96,91,0
12662,12,8,254,252,122,90,1
10035,10,6,254,252,85,45,1
2905,16,18,31,29,96,91,0
5280,2,0,254,0,1496,0,1
1295,16,18,31,29,96,91,0
8597,12,12,254,252,53,57,1
7051,10,8,254,252,101,44,1
18300,196,0,254,0,272,0,1
14522,2,0,254,0,100,0,1
3278,2,2,31,29,73,89,0
316,40,42,31,29,64,551,0
10905,22,22,62,252,55,75,1
16031,14,12,254,252,240,66,1
14609,10,6,254,252,97,45,1
9312,2,0,254,0,100,0,1
18190,10,6,254,252,53,45,0
4715,8,10,31,29,132,82,0
1423,8,10,31,29,132,82,0
2989,52,40,31,29,716,82,0
3034,16,18,31,29,96,91,0
5055,28,42,31,29,79,819,0
2985,8,10,31,29,132,82,0
3758,2,2,31,29,73,89,0
1991,2,2,31,29,66,82,0
6427,2,0,254,0,100,0,1
6262,10,8,254,252,252,44,1
9875,2,0,254,0,100,0,1
15611,12,6,254,252,459,45,1
18071,10,8,254,252,56,44,1
16754,82,0,254,0,64,0,1
10458,2,0,254,0,100,0,1
4600,14,6,31,29,638,53,0
11397,2,0,254,0,100,0,1
317,2,2,31,29,65,81,0
1639,14,18,31,29,120,565,0
8834,2,0,254,0,52,0,1
19025,2,0,254,0,84,0,1
18158,10,6,254,252,53,45,0
6111,12,10,254,252,83,84,1
3057,30,42,31,29,77,819,0
5419,10,6,254,252,53,45,1
3434,52,54,31,29,56,69,0
2371,16,18,31,29,96,91,0
9414,20,38,62,252,53,856,1
733,16,18,31,29,96,91,0
3578,16,18,31,29,96,91,0
13769,12,10,254,252,83,83,1
3451,52,42,31,29,716,80,0
18425,2,0,254,0,84,0,1
7088,10,12,62,252,82,549,1
11708,2,0,254,0,100,0,1
7753,2,0,254,0,100,0,1
327,2,2,31,29,66,82,0
18817,10,8,254,252,56,44,1
2326,16,18,31,29,96,91,0
3660,52,54,31,29,56,69,0
2465,16,18,31,29,96,91,0
5866,10,6,254,252,159,45,1
312,4,4,31,29,132,76,0
4299,122,126,31,29,64,120,0
3416,18,18,31,29,230,136,0
14359,38,10,254,252,1108,44,1
11063,2,0,254,0,100,0,1
11645,2,0,254,0,100,0,1
4461,64,66,31,29,59,785,0
13352,10,8,254,252,56,44,1
3447,16,18,31,29,96,91,0
12916,2,0,254,0,100,0,1
4770,4,0,63,0,80,0,0
15220,2,0,254,0,52,0,1
19833,118,0,254,0,78,0,1
4627,12,12,31,29,89,188,0
18612,2,0,254,0,84,0,1
6635,24,22,62,252,52,74,1
8044,2,0,254,0,100,0,1
10560,12,10,62,252,105,184,1
3121,16,18,31,29,96,91,0
18090,10,8,254,252,80,44,1
14287,2,0,254,0,100,0,1
12218,10,6,254,252,57,45,1
3607,16,18,31,29,96,91,0
16396,10,8,254,252,151,44,1
19878,10,6,254,252,53,45,0
3361,16,18,31,29,96,91,0
12483,2,0,254,0,100,0,1
1177,16,18,31,29,96,91,0
13821,2,0,254,0,100,0,1
3081,12,12,31,29,89,188,0
18773,20,0,254,0,45,0,1
5001,12,12,31,29,89,188,0
11101,4,0,254,0,90,0,1
13621,14,12,254,252,55,54,1
6282,2,0,254,0,100,0,1
12786,2,0,254,0,750,0,1
7716,10,8,62,252,80,168,1
3077,16,18,31,29,96,91,0
11692,2,0,254,0,100,0,1
9676,2,0,254,0,100,0,1
7826,2,0,254,0,100,0,1
13778,12,10,254,252,92,80,1
17480,10,8,254,252,56,44,1
1547,28,28,31,29,166,106,0
10030,2,0,254,0,100,0,1
11290,4,0,254,0,100,0,1
8458,10,8,254,252,56,44,1
11795,2,0,254,0,100,0,1
12690,2,0,254,0,100,0,1
191,2,2,31,29,66,82,0
19177,10,8,254,252,89,44,1
10786,22,22,62,252,54,73,1
10349,14,12,254,252,236,57,1
10588,2,0,254,0,532,0,1
1983,16,18,31,29,96,91,0
5501,2,0,254,0,100,0,1
1784,30,42,31,29,77,819,0
3416,18,18,31,29,230,136,0
19537,10,6,254,252,84,45,1
6826,2,0,254,0,100,0,1
12052,2,0,254,0,100,0,1
15875,10,12,62,252,81,308,1
12260,2,0,254,0,100,0,1
2051,30,42,31,29,77,819,0
7030,10,8,62,252,79,132,1
2016,16,18,31,29,96,91,0
402,80,80,31,29,58,910,0
2400,12,12,31,29,89,188,0
168,14,18,31,29,120,565,0
1877,2,2,31,29,73,89,0
2059,28,42,31,29,79,819,0
1040,40,42,31,29,64,551,0
974,30,42,31,29,77,819,0
3117,38,40,31,29,64,463,0
9646,2,0,254,0,100,0,1
5882,10,8,254,252,84,44,1
19871,10,6,254,252,151,45,1
7552,10,6,254,252,60,45,1
2571,2,2,31,29,73,89,0
18933,2,0,254,0,84,0,1
2865,30,42,31,29,77,819,0
7272,2,0,254,0,100,0,1
5348,10,8,254,252,56,44,1
19896,10,6,254,252,53,45,0
1096,16,18,31,29,80,143,0
6742,2,0,254,0,63,0,1
2237,2,2,31,29,73,89,0
6851,10,8,254,252,68,44,1
1106,2,2,31,29,66,82,0
4893,18,18,31,29,208,136,0
7426,2,0,254,0,100,0,1
5650,2,0,254,0,100,0,1
9159,2,0,254,0,100,0,1
1453,16,18,31,29,96,91,0
18820,10,6,254,252,252,45,1
10450,14,8,254,252,403,102,1
5524,10,8,254,252,56,44,1
2494,16,18,31,29,96,91,0
8572,12,12,254,252,58,57,1
10770,10,6,254,252,83,45,1
250,16,18,31,29,96,91,0
2877,4,4,31,29,132,76,0
9725,2,0,254,0,100,0,1
3474,22,24,31,29,87,180,0
15450,2,0,254,0,84,0,1
4453,30,42,31,29,77,819,0
3529,16,18,31,29,96,91,0
17461,10,6,254,252,59,45,0
13617,36,14,254,252,964,72,1
905,16,18,31,29,96,91,0
10662,24,20,62,252,201,89,1
11471,2,0,254,0,100,0,1
15178,10,8,254,252,86,44,1
10535,10,8,254,252,56,44,1
1781,2,2,31,29,65,81,0
13435,2,0,254,0,100,0,1
14356,2,0,254,0,100,0,1
19941,10,8,254,252,60,44,1
10239,2,0,254,0,100,0,1
19913,12,10,254,252,254,80,1
18572,10,6,254,252,252,45,1
13145,10,8,62,252,79,289,1
18628,2,0,254,0,84,0,1
149,10,6,254,252,106,45,0
3530,12,12,31,29,89,188,0
4894,106,114,31,29,89,108,0
15687,10,6,254,252,53,45,1
6218,2,0,254,0,100,0,1
1759,2,2,31,29,66,82,0
18148,10,6,254,252,53,45,0
5671,22,22,62,252,54,75,1
12280,10,8,254,252,56,44,1
10928,2,0,254,0,100,0,1
2344,106,114,31,29,89,108,0
7937,2,0,254,0,523,0,1
3955,2,2,31,29,73,89,0
91,36,22,62,252,690,81,0
7480,12,10,254,252,253,78,1
3532,108,116,31,29,88,107,0
1524,8,10,31,29,132,82,0
10615,10,8,254,252,59,44,1
11907,2,0,254,0,100,0,1
15069,2,0,254,0,100,0,1
16884,10,12,62,252,76,416,1
3639,2,2,31,29,66,82,0
6202,2,0,254,0,100,0,1
1669,16,18,31,29,96,91,0
1942,62,58,31,29,96,138,0
17620,24,64,62,252,53,1015,1
2014,52,42,31,29,718,80,0
2309,52,40,31,29,716,82,0
15173,10,8,254,252,59,44,1
17456,10,8,254,252,59,44,0
1200,16,18,31,29,80,143,0
1385,30,42,31,29,77,819,0
4621,8,10,31,29,132,82,0
879,16,18,31,29,96,91,0
2063,16,18,31,29,96,91,0
2342,16,18,31,29,96,91,0
7147,10,8,62,252,80,165,1
2647,2,2,31,29,66,82,0
5213,10,8,254,252,59,44,1
2142,16,18,31,29,96,91,0
16261,10,6,254,252,86,45,1
2517,8,10,31,29,132,82,0
2474,16,18,31,29,96,91,0
9747,2,0,254,0,52,0,1
3625,12,18,31,29,132,565,0
14764,42,0,254,0,440,0,1
11226,2,0,254,0,100,0,1
16515,10,8,62,252,85,339,1
5290,12,8,254,252,285,97,1
1409,24,26,31,29,84,170,0
3508,16,18,31,29,96,91,0
1031,30,42,31,29,77,819,0
1059,16,18,31,29,96,91,0
14261,2,0,254,0,100,0,1
2621,2,2,31,29,73,89,0
13662,24,22,62,252,53,76,1
17381,10,8,254,252,97,44,1
19569,10,8,254,252,65,44,1
9390,2,0,254,0,100,0,1
15162,64,20,254,252,1066,51,1
18539,10,8,254,252,84,44,1
11685,2,0,254,0,100,0,1
606,16,18,31,29,96,91,0
7057,22,10,254,252,809,83,1
8176,60,14,254,252,1136,44,1
4913,90,92,31,29,57,911,0
5920,2,0,254,0,100,0,1
14807,24,22,62,252,269,85,1
16220,2,0,254,0,39,0,1
16208,1,0,0,0,60,0,1
2050,8,10,31,29,132,82,0
10244,2,0,254,0,100,0,1
16142,10,6,254,252,76,45,1
10896,10,8,62,252,80,402,1
13539,10,12,62,252,81,687,1
9714,10,6,254,252,151,45,1
6719,68,412,62,252,48,1292,1
13880,10,6,254,252,56,45,1
2349,14,18,31,29,120,565,0
839,16,18,31,29,96,91,0
3801,16,18,31,29,96,91,0
8439,2,0,254,0,84,0,1
3913,22,24,31,29,87,180,0
4030,16,18,31,29,96,91,0
8682,2,0,254,0,90,0,1
1321,16,18,31,29,96,91,0
2474,16,18,31,29,96,91,0
16855,12,6,254,252,323,45,1
2227,16,18,31,29,96,91,0
2346,14,18,31,29,120,565,0
1437,30,42,31,29,77,819,0
320,4,4,31,29,130,76,0
11237,2,0,254,0,100,0,1
19247,10,6,254,252,107,45,1
309,2,2,31,29,66,82,0
1550,16,18,31,29,96,91,0
1737,16,18,31,29,96,91,0
4090,38,40,31,29,64,463,0
14427,2,0,254,0,100,0,1
3531,16,18,31,29,96,91,0
13376,2,0,254,0,100,0,1
3095,2,2,31,29,66,82,0
9812,2,0,254,0,84,0,1
611,16,18,31,29,96,91,0
1889,12,12,31,29,89,188,0
5731,10,6,254,252,49,45,1
20,10,6,254,252,53,45,0
679,16,18,31,29,96,91,0
4579,16,18,31,29,96,91,0
15096,2,0,254,0,100,0,1
3630,16,18,31,29,96,91,0
6724,12,10,62,252,118,365,1
605,16,18,31,29,80,143,0
6085,2,0,254,0,100,0,1
14443,12,12,254,252,69,57,1
1329,66,66,31,29,59,785,0
3959,62,58,31,29,96,138,0
12122,2,0,254,0,100,0,1
17857,14,12,254,252,55,54,1
5098,10,8,254,252,53,44,1
1464,28,30,31,29,166,103,0
16166,2,0,254,0,52,0,1
5164,2,0,254,0,100,0,1
3548,2,2,31,29,73,89,0
1715,4,4,31,29,130,76,0
14809,18,0,254,0,159,0,1
4050,2,2,31,29,73,89,0
14366,2,0,254,0,100,0,1
2337,8,10,31,29,132,82,0
15974,20,20,254,252,154,82,1
10371,10,8,254,252,56,44,1
12394,2,0,254,0,100,0,1
16083,10,8,254,252,92,44,1
15577,28,0,254,0,458,0,1
2728,2,2,31,29,73,89,0
14648,2,0,254,0,100,0,1
14240,10,6,254,252,81,45,1
11358,2,0,254,0,100,0,1
3972,16,18,31,29,96,91,0
2611,2,2,31,29,66,82,0
7773,2,0,254,0,100,0,1
2358,62,58,31,29,96,138,0
18216,10,6,254,252,53,45,0
12721,2,0,254,0,100,0,1
16015,16,48,62,252,66,1140,1
11059,2,0,254,0,90,0,1
8162,10,8,254,252,56,44,1
16252,10,8,254,252,60,44,1
16271,26,20,254,252,157,81,1
5832,12,8,254,252,169,95,1
4741,12,18,31,29,132,565,0
15255,10,8,254,252,307,44,1
2385,30,42,31,29,77,819,0
2976,16,18,31,29,96,91,0
14256,2,0,254,0,90,0,1
2150,16,18,31,29,96,91,0
5288,10,8,62,252,81,138,1
5615,2,0,254,0,100,0,1
7711,10,6,254,252,64,45,1
18339,4,2,254,60,126,184,1
4732,28,30,31,29,152,103,0
19757,2,0,254,0,532,0,1
10992,10,8,254,252,56,44,1
14307,2,0,254,0,100,0,1
5021,16,18,31,29,96,91,0
14749,2,0,254,0,100,0,1
9151,14,8,254,252,514,44,1
1551,16,18,31,29,96,91,0
6407,2,0,254,0,100,0,1
8040,8,8,62,252,46,84,1
3997,12,12,31,29,89,188,0
3363,12,18,31,29,132,565,0
3677,64,66,31,29,59,785,0
4627,12,12,31,29,89,188,0
8765,144,26,254,252,1260,43,1
8178,98,20,254,252,1251,44,1
11205,2,0,254,0,90,0,1
4548,4,4,31,29,142,76,0
13331,20,12,254,252,60,45,1
7412,2,0,254,0,100,0,1
11699,2,0,254,0,100,0,1
573,16,18,31,29,96,91,0
2866,52,42,31,29,718,80,0
4169,22,26,31,29,87,170,0
18461,2,0,254,0,84,0,1
2874,38,40,31,29,64,463,0
4516,40,42,31,29,64,551,0
4672,2,2,31,29,73,89,0
19647,64,26,62,252,933,73,1
3100,362,746,31,29,53,1458,0
16857,8,8,62,252,46,86,1
6871,2,0,254,0,348,0,1
14332,2,0,254,0,100,0,1
17632,10,8,254,252,56,44,1
14283,10,6,254,252,53,45,1
8300,8,8,62,252,46,163,1
6754,2,0,254,0,52,0,1
2143,30,42,31,29,77,819,0
7756,26,20,62,252,287,83,1
12890,16,10,254,252,351,56,1
2134,16,18,31,29,96,91,0
15932,10,8,254,252,53,44,1
7657,10,8,254,252,113,44,1
9088,10,8,254,252,56,44,1
11800,2,0,254,0,100,0,1
3454,14,18,31,29,120,565,0
4895,78,80,31,29,58,910,0
13485,10,6,254,252,67,45,1
19600,8,8,62,252,46,142,1
8288,10,8,62,252,80,158,1
5886,10,6,254,252,51,45,1
4069,28,30,31,29,166,103,0
610,16,18,31,29,80,143,0
2915,12,18,31,29,132,565,0
8193,10,8,254,252,47,404,1
18449,202,0,254,0,272,0,1
3528,30,42,31,29,77,819,0
1132,16,18,31,29,96,91,0
5064,48,50,31,29,62,610,0
3355,16,18,31,29,96,91,0
3766,2,2,31,29,73,89,0
5140,2,0,254,0,804,0,1
13417,30,84,62,252,47,1034,1
14985,42,0,254,0,64,0,1
12983,2,0,254,0,100,0,1
9024,2,0,254,0,100,0,1
15138,2,0,254,0,100,0,1
14065,2,0,254,0,100,0,1
4319,68,70,31,29,59,849,0
14020,2,0,254,0,100,0,1
15700,10,18,62,252,84,778,1
17964,38,160,62,252,50,1197,1
6043,8,8,62,252,46,139,1
2528,2,2,31,29,66,82,0
5035,2,2,31,29,73,89,0
3748,12,12,31,29,89,188,0
18404,10,8,62,252,84,155,1
19917,10,6,254,252,53,45,0
10382,2,0,254,0,84,0,1
11349,2,0,254,0,84,0,1
2771,64,66,31,29,59,785,0
19207,2,0,254,0,1067,0,1
12230,2,0,254,0,100,0,1
16498,12,8,254,252,95,90,1
4545,16,18,31,29,96,91,0
19921,10,8,254,252,53,44,0
5276,12,10,254,252,122,83,1
1673,52,42,31,29,716,80,0
2035,16,18,31,29,96,91,0
12733,2,0,254,0,100,0,1
17450,10,6,254,252,59,45,0
2343,16,18,31,29,96,91,0
773,78,80,31,29,58,910,0
3101,4,4,31,29,132,76,0
8218,90,30,62,252,1048,75,1
18110,160,40,62,252,1163,66,1
10569,2,0,254,0,100,0,1
11528,2,0,254,0,52,0,1
5074,68,70,31,29,59,849,0
19741,10,8,254,252,54,44,1
11956,2,0,254,0,100,0,1
11915,2,0,254,0,100,0,1
1712,2,2,31,29,65,81,0
3221,26,28,31,29,175,106,0
10323,10,6,254,252,84,45,1
10570,10,8,254,252,151,44,1
14734,2,0,254,0,100,0,1
2860,8,10,31,29,132,82,0
7686,14,10,254,252,394,81,1
1512,16,18,31,29,80,143,0
1296,30,42,31,29,77,819,0
2932,38,40,31,29,64,463,0
11182,2,0,254,0,100,0,1
18149,10,8,254,252,56,44,1
6860,12,8,254,252,83,94,1
17453,10,6,254,252,53,45,0
275,4,4,31,29,132,76,0
12131,2,0,254,0,100,0,1
16659,12,10,254,252,87,78,1
7469,2,0,254,0,100,0,1
1833,16,18,31,29,96,91,0
2818,16,18,31,29,96,91,0
260,2,2,31,29,66,82,0
4610,16,18,31,29,96,91,0
16446,10,8,254,252,98,44,1
3074,2,2,31,29,66,82,0
19470,4,0,254,0,532,0,1
10129,2,0,254,0,100,0,1
18557,2,0,254,0,52,0,1
15391,42,0,254,0,440,0,1
18567,60,26,62,252,972,81,1
3090,2,2,31,29,66,82,0
15889,28,90,62,252,51,1106,1
1754,122,126,31,29,64,115,0
13843,2,0,254,0,100,0,1
9226,2,0,254,0,100,0,1
14401,2,0,254,0,100,0,1
2730,16,18,31,29,96,91,0
9380,2,0,254,0,100,0,1
604,30,42,31,29,77,819,0
3053,22,24,31,29,87,180,0
16551,8,8,62,252,46,117,1
17292,10,8,62,252,82,372,1
2657,16,18,31,29,96,91,0
2421,4,4,31,29,142,78,0
19762,2,0,254,0,68,0,1
15164,30,112,62,252,52,1135,1
356,8,10,31,29,132,82,0
5335,10,8,254,252,63,44,1
2829,30,42,31,29,77,819,0
5667,2,0,254,0,84,0,1
7561,2,0,254,0,100,0,1
4003,22,24,31,29,87,180,0
4591,14,8,31,29,638,53,0
2766,16,18,31,29,96,91,0
1093,62,58,31,29,96,138,0
10176,2,0,254,0,100,0,1
15647,10,8,254,252,90,44,1
7979,20,24,62,252,47,400,1
3208,2,2,31,29,66,82,0
10151,2,0,254,0,100,0,1
17433,14,10,254,252,55,56,1
17408,40,10,254,252,1125,44,1
17919,2,0,254,0,1046,0,0
11958,2,0,254,0,100,0,1
125,2,0,254,0,570,0,0
1066,30,42,31,29,77,819,0
3974,4,4,31,29,132,76,0
18463,16,12,254,252,54,54,1
9657,38,162,62,252,49,1198,1
18671,2,0,254,0,532,0,1
18278,2,0,254,0,84,0,1
1905,16,18,31,29,96,91,0
2093,16,18,31,29,96,91,0
2740,16,18,31,29,96,91,0
1812,30,42,31,29,77,819,0
9083,66,0,254,0,108,0,1
8827,10,6,254,252,83,45,1
5362,2,0,254,0,100,0,1
14653,2,0,254,0,100,0,1
6584,2,0,254,0,100,0,1
3228,2,2,31,29,65,81,0
12475,2,0,254,0,100,0,1
3389,2,2,31,29,66,82,0
18721,10,8,254,252,56,44,1
3923,68,70,31,29,59,849,0
3555,18,18,31,29,208,136,0
17899,10,10,62,252,85,121,1
596,8,12,31,29,53,735,0
3024,16,18,31,29,96,91,0
11100,2,0,254,0,100,0,1
13935,2,0,254,0,100,0,1
14761,10,10,254,252,61,65,1
12489,2,0,254,0,100,0,1
4651,12,18,31,29,132,565,0
14421,2,0,254,0,84,0,1
15341,12,8,254,252,306,44,1
7871,18,10,254,252,691,90,1
12074,2,0,254,0,100,0,1
9707,2,0,254,0,100,0,1
1636,24,24,31,29,84,180,0
11421,2,0,254,0,100,0,1
15097,12,8,254,252,101,97,1
17340,2,0,254,0,92,0,1
5510,10,6,254,252,76,45,1
17713,10,8,254,252,76,44,1
520,8,10,31,29,132,82,0
19457,46,12,254,252,1098,44,1
15439,20,8,254,252,866,44,1
4479,90,92,31,29,57,911,0
18475,2,0,254,0,84,0,1
2616,360,746,31,29,53,1458,0
3647,52,42,31,29,716,80,0
1893,2,2,31,29,73,89,0
1084,4,4,31,29,142,78,0
17005,82,0,254,0,64,0,1
11455,2,0,254,0,532,0,1
1752,2,2,31,29,66,82,0
3988,2,2,31,29,66,82,0
6113,2,0,254,0,100,0,1
4320,22,24,31,29,87,180,0
8973,14,12,254,252,55,54,1
10790,10,6,254,252,82,45,1
4106,366,746,31,29,53,1458,0
6323,18,24,62,252,56,498,1
11962,2,0,254,0,100,0,1
18200,10,6,254,252,53,45,0
5340,2,0,254,0,84,0,1
13231,18,20,62,252,57,208,1
623,2,2,31,29,66,82,0
19366,24,22,62,252,52,74,1
3698,14,6,31,29,638,53,0
2472,4,4,31,29,130,76,0
19865,10,8,254,252,51,44,1
5051,14,6,31,29,638,53,0
3382,16,18,31,29,96,91,0
13772,10,8,254,252,56,44,1
17096,10,6,254,252,335,45,1
18932,24,20,62,252,284,89,1
9711,2,0,254,0,100,0,1
4138,16,18,31,29,96,91,0
17598,10,8,254,252,53,44,0
14939,2,0,254,0,100,0,1
17106,2,0,254,0,552,0,1
15726,10,12,62,252,80,720,1
11006,2,0,254,0,52,0,1
786,16,18,31,29,96,91,0
15250,24,10,254,252,1000,44,1
12069,2,0,254,0,100,0,1
12643,2,0,254,0,100,0,1
14903,2,0,254,0,52,0,1
6174,10,6,254,252,65,45,1
11320,2,0,254,0,100,0,1
4874,8,10,31,29,132,82,0
12101,2,0,254,0,100,0,1
9280,74,0,254,0,244,0,1
19409,20,22,62,252,48,273,1
12581,2,0,254,0,100,0,1
10873,2,0,254,0,100,0,1
9371,2,0,254,0,100,0,1
18345,2,0,254,0,52,0,1
18900,12,8,254,252,121,91,1
13877,12,10,254,252,114,80,1
7787,12,8,254,252,91,88,1
2498,2,2,31,29,66,82,0
2390,16,18,31,29,96,91,0
1214,38,40,31,29,64,463,0
742,16,18,31,29,96,91,0
1221,16,18,31,29,96,91,0
17605,10,6,254,252,53,45,0
8630,2,0,254,0,254,0,1
130,2,0,254,0,510,0,0
2165,2,2,31,29,73,89,0
14750,2,0,254,0,100,0,1
10270,2,0,254,0,100,0,1
10200,2,0,254,0,100,0,1
6771,10,6,254,252,97,45,1
6186,10,6,254,252,257,45,1
18869,12,10,254,252,89,82,1
10762,2,0,254,0,100,0,1
18011,124,34,62,252,1118,70,1
19190,2,0,254,0,430,0,1
1604,52,42,31,29,716,80,0
9515,10,8,254,252,109,44,1
2037,16,18,31,29,96,91,0
4602,2,2,31,29,73,89,0
4363,2,2,31,29,73,89,0
18004,164,40,62,252,1190,64,1
3917,38,40,31,29,64,463,0
13140,10,6,254,252,120,45,1
2365,8,10,31,29,132,82,0
3155,2,2,31,29,65,81,0
10744,10,10,62,252,86,196,1
8046,12,8,254,252,86,96,1
3156,16,18,31,29,96,91,0
1663,38,40,31,29,64,463,0
